N,P,K,temperature,humidity,ph,rainfall,label
74.85,44.7,53.52,31.61,68.95,7.06,113.39,cotton
53.38,43.83,55.23,32.83,61.63,6.62,56.56,cotton
91.29,50.41,40.12,27.74,78.35,6.23,139.1,rice
81.7,49.23,49.42,22.65,83.72,7.01,193.41,rice
50.42,52.49,61.71,14.34,87.16,5.45,136.02,coffee
38.07,39.25,42.9,24.14,69.55,7.14,74.2,pulses
77.28,42.76,30.18,21.14,63.64,6.14,87.57,maize
42.57,40.33,36.06,23.13,53.44,6.62,67.41,pulses
41.99,42.67,43.74,24.84,50.35,6.74,61.89,groundnut
85.36,48.87,59.12,22.2,75.79,7.54,204.09,sugarcane
76.2,51.42,40.05,23.87,84.33,6.68,285.64,rice
66.0,44.95,39.52,22.94,77.31,6.46,151.17,maize
88.85,45.26,36.12,25.37,90.67,6.32,229.72,rice
81.11,50.06,43.05,22.38,83.19,6.84,140.46,rice
76.47,52.55,32.16,22.84,68.29,6.71,132.95,maize
88.63,53.14,36.42,31.69,80.49,6.15,140.29,rice
59.77,51.4,46.43,29.17,59.32,7.39,84.23,cotton
41.9,37.18,37.18,26.55,56.36,6.82,87.92,pulses
68.39,45.2,42.14,30.68,85.15,6.65,207.84,rice
79.84,48.46,50.69,31.11,81.54,6.57,242.07,rice
68.53,54.98,43.08,27.61,76.39,7.01,108.21,maize
62.19,44.85,38.47,28.99,61.06,6.77,47.22,maize
73.04,46.12,34.72,21.62,64.09,6.84,73.23,maize
53.76,34.21,38.02,27.43,66.2,7.39,123.1,pulses
60.96,44.31,60.8,25.47,70.02,7.05,72.28,cotton
91.73,54.95,48.63,32.45,69.71,6.59,234.89,sugarcane
64.16,36.43,32.98,21.44,45.53,7.32,60.5,millets
47.49,36.11,43.6,33.85,56.87,7.43,57.01,millets
57.74,42.49,46.03,32.4,67.8,7.1,164.82,cotton
66.15,39.4,39.43,29.15,56.92,7.36,95.48,maize
71.2,54.51,45.53,34.32,64.88,7.1,96.78,cotton
72.36,53.05,47.92,18.2,73.97,6.47,117.74,maize
98.45,47.74,58.55,24.84,79.45,6.51,252.2,banana
83.72,51.64,33.38,21.53,82.57,6.59,224.51,rice
76.2,42.61,43.49,19.71,70.11,6.44,146.76,maize
44.65,37.03,72.7,28.57,84.61,5.83,189.8,coconut
45.51,42.18,28.83,25.77,41.1,7.13,91.73,pulses
60.18,39.69,48.31,28.56,49.34,7.04,75.66,cotton
71.88,41.61,54.61,28.6,59.81,7.16,61.27,cotton
71.83,42.88,39.72,23.24,64.42,6.42,135.64,cotton
65.73,40.11,61.12,34.47,89.16,7.3,294.33,coconut
56.99,41.74,55.53,34.49,66.28,6.73,103.65,cotton
49.01,45.82,42.31,24.1,42.93,7.19,60.09,pulses
91.32,53.86,51.64,29.72,68.62,6.6,127.61,sugarcane
47.06,43.96,47.96,21.11,56.43,6.68,86.83,millets
69.43,43.11,39.83,24.67,69.38,7.37,51.92,maize
73.64,41.89,56.74,25.58,65.19,6.28,139.54,sugarcane
35.79,43.12,27.85,31.65,75.85,6.89,119.73,groundnut
75.87,43.62,37.78,24.24,91.87,6.34,244.87,rice
64.05,40.52,37.59,29.36,67.81,6.9,72.14,maize
103.29,60.92,62.85,21.61,85.77,7.0,274.83,banana
71.02,55.7,49.31,36.51,58.67,7.22,75.87,cotton
39.81,30.87,33.39,34.5,57.62,6.76,55.52,millets
105.02,57.85,71.83,21.86,70.04,5.94,301.95,banana
56.68,32.31,35.92,29.87,40.97,6.87,83.14,millets
43.15,46.82,33.05,24.86,50.25,7.2,74.33,millets
74.19,46.54,44.07,28.08,92.45,7.05,316.73,rice
92.29,44.12,44.06,28.39,75.6,6.34,96.99,sugarcane
72.37,48.38,45.78,25.48,47.94,7.3,102.36,cotton
55.94,51.23,45.96,31.35,75.29,6.87,155.74,cotton
91.71,42.43,52.36,26.71,93.28,6.33,218.64,rice
48.36,45.19,36.82,28.23,54.64,6.78,42.87,millets
35.32,43.75,32.27,34.5,61.73,7.29,102.73,millets
37.78,48.06,40.51,25.74,67.04,7.04,57.3,groundnut
73.21,48.82,46.37,27.84,86.53,6.85,207.99,rice
46.84,55.37,28.71,22.89,41.38,6.64,97.44,pulses
59.5,47.64,52.18,31.17,43.57,7.05,89.37,millets
77.87,41.43,32.56,29.7,80.73,6.4,156.13,rice
53.06,46.27,66.72,23.97,56.8,6.74,73.74,cotton
71.89,53.21,64.37,28.49,48.54,6.82,58.42,cotton
32.29,52.57,32.75,20.45,74.46,7.48,86.65,pulses
47.89,49.98,34.06,33.25,66.0,7.3,84.67,pulses
72.85,56.38,34.07,20.36,85.67,6.23,258.71,rice
55.02,51.76,80.72,32.66,71.81,6.65,292.84,coconut
59.03,42.28,62.33,27.94,64.88,7.26,99.08,cotton
59.58,57.6,51.48,27.77,62.66,6.97,76.07,cotton
31.14,41.54,52.65,24.15,54.43,6.54,52.89,millets
40.61,58.09,25.58,32.65,64.51,7.16,84.74,pulses
80.01,37.1,42.49,26.06,93.2,6.83,330.75,rice
70.09,49.95,46.67,31.26,69.15,6.58,191.84,rice
45.96,47.29,55.07,24.52,80.92,6.3,139.54,coffee
35.35,52.51,44.86,33.31,63.83,7.28,45.6,groundnut
51.09,51.31,26.66,30.39,53.91,6.45,33.79,pulses
42.41,35.7,41.62,22.62,61.36,7.47,94.25,millets
51.81,63.5,41.09,31.52,59.94,7.2,95.55,groundnut
101.55,43.6,58.51,35.01,63.47,7.07,91.16,sugarcane
64.24,45.48,46.36,20.15,88.48,6.37,261.66,rice
32.98,52.38,41.21,27.64,61.75,6.79,22.16,pulses
75.43,37.29,41.34,26.09,76.51,6.38,193.08,rice
39.75,36.56,44.05,37.03,35.64,7.04,55.59,millets
70.85,47.47,30.43,32.18,64.02,7.39,60.26,maize
89.15,39.27,38.86,23.42,86.88,6.92,190.54,rice
50.05,29.11,38.67,25.28,51.46,7.03,94.65,millets
71.78,60.0,30.48,20.47,69.59,6.11,113.0,maize
55.14,43.66,59.35,23.94,63.46,6.83,92.6,cotton
39.57,46.21,35.63,19.84,58.94,7.66,63.2,pulses
57.17,38.8,39.83,28.89,69.73,6.74,44.96,maize
38.72,45.96,33.28,28.22,73.01,6.77,110.52,groundnut
40.7,30.44,32.15,21.76,56.6,6.47,96.92,millets
73.42,54.12,40.33,22.13,56.39,6.69,90.48,maize
52.18,27.34,48.97,23.14,47.45,7.17,36.59,millets
80.96,50.18,62.79,27.24,75.09,6.41,197.41,sugarcane
83.48,46.97,40.34,27.24,54.34,6.57,84.96,maize
36.57,44.43,52.44,22.29,64.41,6.32,53.38,groundnut
61.17,53.46,60.9,30.59,71.67,6.34,131.94,cotton
65.73,40.69,45.3,24.03,54.06,7.83,83.09,millets
60.67,52.37,39.76,23.16,62.18,7.14,119.35,maize
70.72,49.21,40.46,20.27,86.98,6.38,241.35,rice
26.73,41.4,46.87,22.68,73.39,6.37,78.91,pulses
70.86,45.24,42.34,28.25,50.04,7.03,69.0,maize
36.81,34.43,36.92,26.04,37.49,6.93,92.69,millets
60.88,46.53,90.89,26.0,82.0,6.24,250.42,coconut
80.36,45.64,34.19,29.0,60.3,7.41,135.0,maize
77.49,44.35,52.89,21.55,82.81,7.18,201.56,sugarcane
44.47,33.93,40.97,26.01,57.28,6.23,45.84,millets
60.5,22.17,50.13,34.65,44.3,7.34,36.43,millets
81.18,48.49,38.55,20.93,80.58,6.69,193.73,rice
67.7,37.14,41.97,28.97,67.48,7.4,144.81,maize
29.81,40.87,54.48,28.43,47.51,7.46,47.15,millets
54.16,54.59,45.43,34.05,59.99,7.49,70.47,cotton
78.67,37.51,43.24,25.03,66.55,6.74,111.72,maize
49.22,39.54,55.18,28.7,57.92,6.61,102.51,cotton
64.72,46.27,44.98,35.35,73.08,6.84,166.78,cotton
55.96,35.55,41.41,32.96,44.19,7.59,97.4,millets
30.04,46.16,29.03,35.52,53.8,6.32,25.28,pulses
35.39,51.46,30.35,33.52,71.66,7.63,100.39,groundnut
98.71,44.38,43.23,30.06,88.03,6.15,196.28,rice
40.24,34.71,41.34,23.02,66.67,7.52,51.41,millets
59.12,38.07,39.36,23.81,54.73,7.62,44.83,pulses
60.8,43.07,34.07,21.56,55.51,6.39,69.93,pulses
31.1,44.55,24.61,21.69,68.07,7.09,127.75,groundnut
78.28,48.22,44.01,20.46,88.12,6.82,310.6,rice
55.56,48.18,56.56,26.86,74.99,6.96,101.25,cotton
90.99,53.59,47.03,27.16,71.66,7.35,149.83,sugarcane
42.2,38.62,44.36,21.67,51.18,7.22,98.98,millets
71.69,47.96,48.88,24.97,71.52,6.91,165.56,rice
35.23,53.11,48.76,22.2,61.07,7.42,94.45,groundnut
101.54,38.36,56.34,23.67,59.92,6.56,98.32,sugarcane
50.94,54.17,53.61,33.9,52.22,7.79,84.66,cotton
41.07,43.99,41.79,33.14,59.59,7.68,74.05,pulses
37.67,39.35,42.08,26.84,59.33,6.3,53.61,pulses
83.0,40.59,51.34,22.76,92.74,6.21,315.25,rice
57.45,48.02,59.14,23.2,57.57,7.25,64.37,cotton
88.18,43.44,53.9,23.8,76.12,7.43,94.54,sugarcane
60.46,39.41,32.81,26.46,81.0,7.15,281.71,rice
78.23,45.17,59.59,33.53,70.34,6.77,152.59,sugarcane
47.43,50.79,34.65,29.03,42.02,6.4,53.6,pulses
69.66,47.14,61.86,33.73,46.39,6.74,64.35,cotton
38.99,40.59,32.08,22.65,51.57,7.32,64.51,millets
52.24,53.37,50.76,22.48,45.47,6.39,51.03,pulses
52.16,50.59,42.49,27.54,66.98,6.31,66.7,pulses
72.05,44.02,33.8,31.87,84.75,6.2,233.84,rice
48.87,45.21,37.11,33.75,36.02,7.04,36.86,millets
74.49,46.99,45.34,22.37,89.19,5.9,295.14,rice
90.94,39.17,41.45,24.4,87.16,6.91,160.49,rice
69.25,38.22,40.1,22.31,84.44,6.97,255.44,rice
41.94,63.57,44.03,23.65,72.48,6.01,158.21,coffee
95.21,49.56,61.07,26.81,79.4,6.29,174.76,sugarcane
74.03,48.91,46.17,29.89,90.46,6.27,241.81,rice
52.43,41.89,45.55,31.26,58.25,6.84,63.67,groundnut
42.27,52.35,34.7,27.0,66.48,7.26,113.09,groundnut
51.37,58.04,26.36,22.23,55.05,6.94,49.97,pulses
36.89,53.68,41.36,32.3,57.42,7.48,31.21,groundnut
52.43,45.94,47.28,20.64,58.9,6.55,87.43,millets
80.46,45.09,40.53,22.28,78.49,6.45,201.87,rice
40.94,36.94,53.49,35.55,50.48,6.26,20,millets
43.7,54.84,34.98,27.91,60.62,7.29,82.49,pulses
105.24,45.59,48.97,29.16,68.76,6.29,169.1,sugarcane
75.67,43.02,35.7,20.88,90.54,6.55,258.85,rice
71.29,55.25,58.55,24.73,49.23,7.04,63.99,cotton
39.31,42.84,42.15,27.63,56.3,7.39,48.05,pulses
53.31,49.21,47.09,17.99,67.8,6.86,62.15,pulses
37.96,45.85,38.29,30.63,74.01,7.02,49.36,groundnut
47.46,49.88,33.94,32.78,53.98,6.59,97.96,pulses
78.24,39.45,43.98,30.75,82.71,6.25,291.04,rice
73.5,47.68,44.47,23.17,76.09,6.48,281.54,rice
56.87,38.51,43.71,28.78,54.67,6.54,59.18,cotton
51.24,44.24,60.71,25.27,57.86,6.59,89.51,cotton
90.04,45.6,47.28,31.03,64.62,6.89,145.14,sugarcane
85.66,46.89,37.63,28.46,83.07,6.55,323.19,rice
47.35,47.29,48.65,34.42,52.75,6.1,143.78,cotton
62.81,43.64,62.26,30.85,57.01,6.23,94.82,cotton
45.35,52.94,50.75,35.59,44.56,7.22,106.98,cotton
65.91,43.32,43.62,21.34,72.55,6.97,185.45,rice
35.92,55.12,41.52,19.64,47.26,7.11,73.98,pulses
57.22,45.0,52.02,23.69,47.76,7.06,41.08,cotton
84.59,47.12,59.79,24.19,80.87,6.97,138.7,sugarcane
81.4,49.39,50.96,24.23,81.99,6.57,228.87,banana
58.03,43.53,32.78,36.06,36.81,6.66,46.14,millets
77.21,49.28,42.62,21.16,83.43,6.42,217.41,rice
43.01,34.62,38.96,23.12,57.76,6.41,38.93,millets
71.7,47.2,38.25,20.96,86.0,6.31,275.25,rice
79.56,46.17,36.05,30.21,72.08,6.46,177.51,rice
61.92,41.8,46.58,25.99,59.01,6.28,74.88,cotton
43.8,44.54,59.06,19.62,81.29,6.61,185.74,coffee
36.8,52.99,34.56,25.79,54.18,6.53,62.65,pulses
74.01,40.41,26.96,20.9,58.78,6.26,49.49,maize
65.3,45.82,42.09,21.2,82.65,7.21,292.77,rice
67.64,48.76,56.96,29.02,44.84,6.26,85.81,cotton
87.13,48.41,46.71,35.39,75.71,6.84,278.59,sugarcane
57.78,45.27,56.27,24.33,62.05,7.16,104.36,cotton
72.82,51.69,39.86,25.66,92.04,5.98,299.58,rice
94.29,39.01,44.7,25.78,70.38,7.06,126.13,sugarcane
55.56,37.28,46.27,31.32,59.89,6.55,80.18,cotton
50.92,51.43,46.64,33.93,63.96,6.49,99.77,cotton
98.26,38.39,38.89,32.36,74.6,6.4,215.9,sugarcane
49.19,36.47,55.86,24.16,41.6,7.35,41.38,millets
54.42,49.35,65.43,33.85,56.14,6.96,113.89,cotton
81.13,48.9,39.46,24.63,82.85,6.89,295.63,rice
68.46,51.3,36.09,29.15,86.52,6.78,171.76,rice
54.6,29.67,59.6,27.17,48.67,6.43,32.55,millets
32.93,45.74,45.0,25.51,65.0,7.29,100.41,groundnut
73.11,51.69,31.19,30.48,63.42,7.06,58.59,maize
37.48,51.48,47.83,21.2,67.75,7.61,69.54,pulses
51.96,34.36,41.81,27.01,59.56,6.59,57.59,millets
91.3,50.05,45.85,33.14,71.18,6.8,188.09,sugarcane
57.02,51.39,32.58,20.01,48.47,6.26,57.61,maize
87.51,41.22,44.97,28.2,81.67,6.39,184.63,rice
51.68,49.24,37.58,26.03,58.03,7.44,120.74,groundnut
40.19,33.73,44.03,18.83,43.69,6.58,87.02,pulses
55.25,44.62,49.1,22.74,44.6,6.69,66.73,millets
78.93,39.43,45.77,30.9,65.03,6.16,75.87,maize
52.81,42.85,55.97,23.61,70.53,7.61,162.3,cotton
82.11,52.09,48.82,31.76,81.54,5.98,136.12,rice
57.41,37.48,45.37,29.56,47.62,6.33,47.49,millets
93.18,59.68,68.67,29.23,77.22,5.87,231.2,banana
73.49,55.1,26.73,31.53,54.71,7.29,160.49,maize
95.51,47.44,48.39,27.59,83.2,6.42,147.56,sugarcane
82.53,55.17,29.77,20.36,58.64,6.71,83.58,maize
59.2,28.89,43.38,23.42,47.54,7.18,52.92,millets
76.1,48.68,42.1,21.6,88.94,6.11,237.44,rice
38.59,44.64,33.74,32.49,70.24,6.94,117.42,groundnut
48.16,57.22,56.01,19.21,91.2,5.54,285.56,coffee
62.08,44.4,61.48,32.05,67.91,7.15,124.22,cotton
58.13,48.65,45.84,31.05,69.03,6.89,99.21,cotton
38.84,51.56,46.4,28.99,73.86,7.09,54.16,groundnut
88.75,44.8,44.36,28.1,51.11,6.62,114.49,maize
38.52,37.36,51.51,23.6,48.16,6.1,101.8,millets
34.48,37.88,32.96,21.59,67.05,6.71,41.48,pulses
76.36,51.62,51.06,23.35,51.91,6.59,139.44,cotton
58.99,56.4,40.8,26.96,64.69,7.04,128.84,pulses
90.14,54.16,57.1,32.17,74.64,6.32,137.4,sugarcane
83.31,41.39,43.4,27.67,84.84,6.8,342.19,rice
109.14,42.34,67.28,25.73,72.68,7.08,226.23,banana
69.34,46.5,38.83,18.99,60.64,7.52,61.2,maize
79.24,42.57,46.92,33.22,70.62,6.3,115.03,cotton
38.47,42.21,31.7,22.47,65.94,7.61,73.08,pulses
31.16,49.67,42.85,29.49,69.09,7.11,119.15,groundnut
48.57,49.05,50.76,30.68,68.98,7.34,150.29,cotton
51.15,43.02,29.14,20.3,65.76,7.02,64.86,pulses
45.96,49.03,29.72,18.34,64.85,7.4,76.95,pulses
43.87,29.85,53.91,21.1,53.14,7.44,46.77,millets
45.39,59.93,37.06,33.71,53.0,6.42,63.22,groundnut
44.99,37.56,44.38,21.58,72.4,7.41,103.26,groundnut
51.89,29.92,33.35,35.72,39.23,6.41,43.66,millets
44.94,42.85,45.87,30.1,62.66,7.36,63.56,millets
46.25,51.85,50.69,25.77,51.04,6.72,85.51,groundnut
56.1,39.16,58.67,31.38,48.09,7.15,104.43,cotton
46.71,41.49,43.55,29.75,59.19,6.91,55.49,groundnut
54.28,46.41,45.74,24.99,76.25,6.85,49.52,groundnut
49.43,52.51,59.41,34.2,51.9,7.59,88.81,cotton
67.09,53.68,33.4,24.74,63.38,6.64,125.02,maize
63.28,41.91,50.82,29.38,62.02,7.16,168.38,cotton
82.83,42.26,43.73,29.3,85.95,6.77,232.8,rice
86.49,47.53,51.36,21.31,91.34,6.58,252.55,rice
89.15,46.93,46.8,25.27,69.91,6.24,118.95,sugarcane
50.8,41.63,44.28,19.18,56.96,7.52,84.6,pulses
38.44,55.92,37.66,30.58,56.96,7.57,48.83,pulses
84.11,40.9,68.98,28.47,78.57,6.8,217.15,coconut
42.3,41.18,52.55,21.45,39.72,7.06,55.43,millets
52.21,57.59,52.66,27.25,66.31,6.0,119.14,coffee
71.8,41.45,47.23,35.72,66.16,6.86,49.6,cotton
78.87,48.97,46.73,25.34,90.0,6.18,362.72,rice
77.66,53.93,42.59,30.79,81.94,6.26,245.63,rice
80.62,44.94,44.67,26.45,92.43,6.88,351.58,rice
55.76,36.43,52.94,21.36,68.72,7.11,82.39,millets
80.02,42.98,40.78,21.4,72.21,6.06,173.26,rice
81.23,45.54,62.82,31.98,78.32,7.2,120.38,sugarcane
39.24,43.68,52.06,26.22,70.99,7.71,110.27,pulses
45.29,35.67,44.53,33.28,43.08,6.69,74.71,millets
62.02,31.72,37.82,35.58,67.63,6.65,64.68,millets
97.64,44.75,41.09,27.69,72.26,7.44,246.88,sugarcane
51.12,44.5,41.02,26.1,73.08,6.96,76.82,maize
61.48,55.59,32.74,30.72,60.18,7.06,55.32,pulses
65.63,40.55,49.04,27.46,67.12,6.51,38.16,cotton
47.2,40.73,52.74,20.97,47.78,7.32,59.23,millets
53.75,56.39,46.42,28.08,68.85,6.27,102.34,maize
62.22,54.26,43.2,23.02,61.93,6.75,94.88,maize
79.29,41.52,39.5,32.48,70.88,6.38,149.11,rice
51.19,37.58,49.25,28.53,63.62,7.57,64.39,millets
41.55,40.74,51.17,30.95,50.82,7.16,62.54,millets
41.56,57.5,31.09,28.25,40.4,7.28,87.99,pulses
84.96,44.19,34.17,23.75,79.01,5.99,128.1,rice
70.27,43.36,51.15,21.35,90.82,5.86,186.59,rice
48.21,44.85,53.46,32.76,49.26,6.67,96.61,cotton
81.81,48.52,42.8,23.49,73.85,6.24,178.36,rice
77.3,52.85,50.15,20.14,78.91,6.77,329.54,rice
87.65,53.51,49.46,27.18,94.45,7.12,272.57,rice
70.72,44.45,53.56,32.25,50.08,6.9,59.54,cotton
64.41,50.34,34.96,27.42,58.5,6.35,45.44,maize
73.83,48.07,40.94,23.56,72.96,6.21,172.54,rice
70.4,54.18,40.13,24.11,80.94,6.88,308.54,rice
72.63,47.79,39.67,21.77,64.7,7.35,149.41,maize
50.89,42.46,31.71,31.01,60.11,6.75,60.74,pulses
50.27,41.47,51.2,26.19,48.87,6.54,52.74,millets
64.89,46.46,31.65,24.85,75.73,6.54,77.85,groundnut
103.32,56.27,52.8,31.93,74.05,5.97,146.47,banana
47.18,44.41,33.04,19.45,57.63,6.39,94.05,pulses
58.4,45.79,37.27,31.21,61.05,5.93,123.6,maize
56.58,51.86,30.82,21.84,52.3,6.33,29.66,groundnut
46.86,40.53,48.24,26.53,39.49,7.17,47.5,millets
35.94,29.48,39.52,35.61,40.79,7.67,68.65,millets
64.72,47.5,35.09,21.61,67.01,6.35,64.8,maize
75.28,52.66,43.84,22.69,67.36,6.85,42.82,maize
34.8,57.45,49.04,26.66,69.02,7.21,61.21,groundnut
68.99,39.93,44.93,23.66,74.61,6.86,215.26,rice
86.32,47.31,40.09,19.87,87.25,6.96,215.18,rice
52.27,42.96,54.14,26.35,53.8,7.25,99.99,cotton
80.22,38.95,39.0,30.48,90.51,6.09,199.82,rice
75.51,38.13,47.21,23.07,89.82,7.17,234.43,rice
46.71,64.22,48.73,29.68,58.16,6.66,67.49,groundnut
55.0,52.05,34.17,23.98,51.64,7.11,29.79,pulses
42.92,45.68,62.72,33.6,54.85,6.53,92.47,cotton
58.24,43.18,49.55,23.66,45.19,6.6,36.51,cotton
67.11,44.69,50.64,24.63,68.11,6.72,159.27,cotton
30.87,37.56,38.81,26.1,58.31,7.6,40.9,groundnut
46.17,66.25,51.83,30.9,66.4,7.39,115.25,groundnut
55.46,41.21,34.21,26.14,53.1,6.92,119.25,groundnut
44.97,42.38,29.97,34.21,49.14,7.8,100.66,millets
58.72,31.26,50.14,32.31,52.17,6.26,64.22,millets
42.74,27.58,50.31,34.81,39.04,6.94,76.58,millets
65.02,44.95,50.3,21.72,89.46,6.96,293.4,rice
70.29,55.95,46.92,27.45,53.16,7.09,78.46,maize
55.77,53.7,29.34,31.61,48.34,6.51,56.3,pulses
93.92,48.38,54.81,22.8,78.88,6.43,142.52,sugarcane
49.46,44.21,44.42,27.32,64.22,6.66,52.07,cotton
49.27,50.4,58.65,32.81,57.73,6.92,128.17,cotton
82.46,47.34,37.92,28.83,72.25,6.8,120.95,rice
43.94,41.3,47.18,33.59,58.75,6.76,66.88,millets
84.08,53.01,76.95,24.41,79.88,6.73,294.35,banana
51.11,37.47,46.92,31.87,56.73,7.78,43.61,millets
90.42,41.57,64.91,29.72,83.1,6.45,214.76,sugarcane
71.42,39.73,57.24,35.56,47.37,6.61,92.92,cotton
70.78,45.11,40.01,25.42,85.82,6.16,218.94,rice
85.61,44.9,40.18,21.54,94.32,6.65,224.78,rice
35.52,55.21,40.76,33.44,67.95,6.3,59.27,groundnut
70.0,56.64,38.18,31.86,76.32,6.34,173.87,maize
43.0,41.89,32.95,23.3,60.15,7.72,69.25,groundnut
88.4,54.91,60.08,31.98,70.5,7.5,128.6,sugarcane
45.51,43.78,52.42,26.67,48.15,7.72,96.06,cotton
82.75,49.99,43.27,30.93,56.81,7.17,130.51,maize
75.01,53.45,37.22,19.8,95.05,6.76,349.51,rice
58.84,41.69,40.25,21.58,45.26,6.9,71.76,maize
93.86,58.41,60.46,29.22,63.32,6.95,105.17,sugarcane
95.83,46.96,35.64,22.7,83.88,6.64,269.17,rice
88.63,46.51,56.07,32.64,72.25,7.13,255.25,sugarcane
59.49,52.04,43.76,32.55,58.12,7.25,85.23,cotton
95.72,39.48,41.87,25.15,83.56,6.69,216.56,rice
68.65,49.53,34.48,29.43,54.92,7.48,117.89,maize
52.4,38.05,35.1,22.49,45.13,7.16,21.51,millets
43.95,47.86,34.57,18.42,45.16,7.37,47.7,pulses
80.72,51.1,50.51,24.87,63.2,6.69,143.22,sugarcane
31.49,44.35,38.47,27.34,48.24,6.48,62.1,groundnut
34.04,47.84,39.21,27.53,60.26,6.67,73.31,pulses
46.6,57.47,38.28,29.42,50.61,7.11,48.84,groundnut
30.85,51.61,52.14,29.59,67.79,7.01,102.7,pulses
65.96,52.05,39.77,31.24,61.72,6.34,151.22,maize
85.55,43.92,36.32,22.4,83.72,6.65,265.16,rice
42.23,49.76,34.76,26.59,47.68,6.35,98.86,pulses
38.63,48.38,29.86,22.98,63.6,6.46,66.9,pulses
60.09,48.21,35.32,24.7,56.76,6.88,54.66,maize
32.66,43.82,30.13,30.24,53.08,7.44,112.04,pulses
39.73,43.44,27.44,36.24,58.06,7.3,37.75,pulses
75.96,50.78,43.52,32.03,84.34,6.16,328.29,rice
69.87,43.52,47.87,22.87,53.41,6.57,69.59,maize
86.25,43.08,50.91,25.41,78.91,6.95,202.3,rice
49.38,41.41,45.37,25.15,54.3,6.48,115.17,groundnut
78.13,63.96,53.41,33.44,77.9,6.95,142.71,banana
53.62,35.89,50.91,25.07,55.74,7.03,83.29,millets
73.39,53.18,37.93,32.0,68.22,6.19,80.98,maize
77.9,50.5,32.87,21.98,67.37,6.15,126.17,maize
50.61,43.3,38.65,24.47,48.82,7.35,40.15,groundnut
62.47,35.38,82.37,27.6,74.74,6.62,298.69,coconut
73.58,45.86,43.69,25.86,73.5,6.45,70.34,maize
39.42,43.91,65.46,18.86,85.47,5.91,327.83,coffee
86.85,42.24,37.33,21.23,93.47,6.29,284.73,rice
36.18,47.59,41.49,33.98,46.65,7.32,76.04,pulses
32.11,58.84,43.05,21.68,61.03,7.4,80.07,groundnut
43.71,40.23,51.06,32.5,40.18,7.15,87.84,millets
52.98,56.13,40.42,22.1,36.73,7.81,38.48,pulses
35.88,41.5,50.35,21.86,69.02,7.55,61.94,groundnut
46.49,46.06,41.79,21.29,43.03,7.69,67.57,millets
80.91,35.2,47.08,20.41,82.36,6.75,350.42,rice
75.0,44.23,38.83,22.5,68.2,7.02,58.48,maize
96.71,46.22,48.28,27.24,84.09,7.2,230.96,sugarcane
78.5,50.38,37.01,21.88,81.68,6.85,152.64,rice
64.6,49.2,51.28,24.51,65.23,7.66,136.76,cotton
95.01,39.15,39.28,29.82,90.84,6.47,247.5,rice
61.67,51.63,45.86,27.33,84.51,6.31,121.16,rice
45.2,45.17,33.02,26.09,58.69,6.7,39.59,pulses
70.0,49.33,35.36,22.98,50.68,6.14,39.34,maize
76.32,43.8,32.15,21.01,79.32,6.78,321.3,rice
105.82,58.59,52.16,26.41,89.21,6.25,205.77,sugarcane
89.28,43.08,36.46,20.31,90.96,5.9,324.98,rice
66.72,53.94,40.22,17.9,75.94,7.06,146.2,maize
45.5,64.64,32.64,30.84,52.88,7.51,111.62,groundnut
50.21,32.16,31.41,23.82,51.12,7.28,46.67,millets
62.77,50.51,31.19,26.11,56.66,6.45,79.83,maize
78.06,45.04,47.52,22.85,66.76,6.25,117.74,maize
51.22,57.97,27.4,26.77,61.02,7.0,57.82,groundnut
41.82,27.04,49.26,32.59,54.38,6.33,51.85,millets
73.54,46.59,51.46,25.65,45.53,6.28,49.48,cotton
84.0,57.66,62.23,21.75,80.3,7.11,222.94,banana
40.25,55.24,41.08,24.1,54.56,6.65,69.94,pulses
43.44,29.43,50.67,33.08,59.0,6.93,79.08,millets
53.75,49.0,73.46,29.11,77.76,5.96,130.51,coconut
88.44,51.41,49.02,24.67,75.17,6.25,188.2,rice
93.49,38.75,53.05,26.6,62.49,6.85,163.17,sugarcane
50.7,37.0,41.75,25.43,47.29,6.54,56.46,cotton
92.47,52.61,58.78,27.56,73.15,6.57,224.55,sugarcane
92.96,52.45,40.65,26.4,83.64,6.9,277.72,rice
67.52,51.34,42.43,32.6,56.88,6.19,47.49,maize
43.9,62.42,63.25,27.0,76.15,5.38,289.44,coffee
79.15,41.14,49.21,33.28,80.96,6.42,144.93,rice
53.06,48.16,50.99,34.99,40.33,7.0,31.33,pulses
77.61,43.31,39.44,22.32,87.54,6.46,348.85,rice
69.67,50.36,44.68,24.41,62.89,6.2,148.56,cotton
81.22,50.22,36.61,23.82,48.74,6.11,60.4,maize
75.01,42.54,40.45,31.02,93.96,6.61,246.73,rice
82.42,45.57,50.98,27.51,92.72,6.36,237.89,rice
103.53,50.36,42.45,26.82,59.87,7.45,137.01,sugarcane
44.81,38.56,35.85,32.43,59.16,6.45,89.06,millets
77.12,50.92,38.97,27.52,79.93,6.62,323.31,rice
91.1,37.49,60.37,23.04,62.68,7.32,86.16,sugarcane
62.42,50.44,52.2,29.91,45.46,6.53,136.6,cotton
81.15,49.15,36.03,32.34,70.64,6.94,149.84,rice
39.36,46.04,27.47,21.14,43.53,6.54,81.88,pulses
55.51,56.21,48.09,23.82,53.75,6.36,106.93,cotton
48.47,46.96,65.0,32.73,49.32,7.19,58.1,cotton
70.49,38.63,46.77,24.32,51.61,6.63,144.8,cotton
